Name,Set,Types,Cost,Text,Actions / Villagers,Cards,Buys,Coins / Coffers,Trash / Return,Exile,Junk,Gain,Victory Points
Tomb ,Empires ,Landmark,,"When you trash a card, +1  . ",,,,,,,,,+1   
Tower ,Empires ,Landmark,,"When scoring, 1   per non-Victory card you have from an empty Supply pile. ",,,,,,,,,X   
Triumphal Arch ,Empires ,Landmark,,"When scoring, 3   per copy you have of the 2nd most common Action card among your cards (if it’s a tie, count either). ",,,,,,,,,X   
Wall ,Empires ,Landmark,,"When scoring, -1   per card you have after the first 15. ",,,,,,,,,-X   
Wolf Den ,Empires ,Landmark,,"When scoring, -3   per card you have exactly one copy of. ",,,,,,,,,-X   
Druid ,Nocturne ,Action - Fate,,+1 Buy,,,1,,,,,,
,,,,Receive one of the set-aside Boons (leaving it there).,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,Setup: Set aside the top 3 Boons face up.,,,,,,,,,
Faithful Hound ,Nocturne ,Action - Reaction,,+2 Cards,,2,,,,,,,
,,,,,,(N +Self),,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you discard this other than during Clean-up, you may set it aside, and put it into your hand at end of turn.",,,,,,,,,
Guardian ,Nocturne ,Night - Duration,,"At the start of your next turn, +.",,*(+Self),,N +,,,,,
,,,,"Until then, when another player plays an Attack card, it doesn't affect you.",,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,This is gained to your hand (instead of your discard pile).,,,,,,,,,
Monastery ,Nocturne ,Night,,"For each card you've gained this turn, you may trash a card from your hand or a Copper you have in play.",,,,,X,,,,
Pixie ,Nocturne ,Action - Fate,,+1 Card,1,1,,,Self?,,,,
,,,,+1 Action,,,,,,,,,
,,,,Discard the top Boon. You may trash this to receive that Boon twice.,,,,,,,,,
,,,,Heirloom: Goat,,,,,,,,,
Tracker ,Nocturne ,Action - Fate,,+,,,,+,,,,,
,,,,"This turn, when you gain a card, you may put it onto your deck.",,,,,,,,,
,,,,,,,,,,,,,
,,,,Receive a Boon.,,,,,,,,,
,,,,,,,,,,,,,
,,,,Heirloom: Pouch,,,,,,,,,
Changeling ,Nocturne ,Night,,Trash this. Gain a copy of a card you have in play.,,,,,Self,,,1,
,,,,,,,,,,,,*Self,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"In games using this, when you gain a card costing or more, you may exchange it for a Changeling.",,,,,,,,,
Fool ,Nocturne ,Action - Fate,,"If you aren't the player with Lost in the Woods: take it, take 3 Boons, and receive the Boons in any order.",,,,,,,,,
,,,,Heirloom: Lucky Coin,,,,,,,,,
Ghost Town ,Nocturne ,Night - Duration,,"At the start of your next turn, +1 Card and +1 Action.",N +1,*(+Self),,,,,,,
,,,,,,N +1,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,This is gained to your hand (instead of your discard pile).,,,,,,,,,
Leprechaun ,Nocturne ,Action - Doom,,"Gain a Gold. If you have exactly 7 cards in play, gain a Wish from its pile. Otherwise, receive a Hex.",,,,,,,,"1, 1?",
Night Watchman ,Nocturne ,Night,,"Look at the top 5 cards of your deck, discard any number, and put the rest back in any order.",,*(+Self),,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,This is gained to your hand (instead of your discard pile).,,,,,,,,,
Secret Cave ,Nocturne ,Action - Duration,,+1 Card,1,"+1, -3?",, !N +,,,,,
,,,,+1 Action,,,,,,,,,
,,,,"You may discard 3 cards. If you did, then at the start of your next turn, +.",,,,,,,,,
,,,,Heirloom: Magic Lamp,,,,,,,,,
Bard ,Nocturne ,Action - Fate,,+,,,,+,,,,,
,,,,Receive a Boon.,,,,,,,,,
Blessed Village ,Nocturne ,Action - Fate,,+1 Card,2,1,,,,,,,
,,,,+2 Actions,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, take a Boon. Receive it now or at the start of your next turn.",,,,,,,,,
Cemetery ,Nocturne ,Victory,,2  ,,,,,*0-4,,,,2   
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, trash up to 4 cards from your hand.",,,,,,,,,
,,,,Heirloom: Haunted Mirror,,,,,,,,,
Conclave ,Nocturne ,Action,,+,"P1?, +1?",,,+,,,,,
,,,,"You may play an Action card from your hand that you don't have a copy of in play. If you do, +1 Action.",,,,,,,,,
Devil's Workshop ,Nocturne ,Night,,If the number of cards you've gained this turn is:,,,,,,,,1,
,,,,"2+, gain an Imp from its pile;",,,,,,,,,
,,,,"1, gain a card costing up to ;",,,,,,,,,
,,,,"0, gain a Gold.",,,,,,,,,
Exorcist ,Nocturne ,Night,,Trash a card from your hand. Gain a cheaper Spirit from one of the Spirit piles.,,,,,1,,,1,
Necromancer ,Nocturne ,Action,,"Play a face up, non-Duration Action card from the trash, leaving it there and turning it face down for the turn.",(P1),,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,Setup: Put the 3 Zombies into the trash.,,,,,,,,,
Shepherd ,Nocturne ,Action,,+1 Action,1,"-X, +2X",,,,,,,
,,,,"Discard any number of Victory cards, revealing them. +2 Cards per card discarded.",,,,,,,,,
,,,,Heirloom: Pasture,,,,,,,,,
Skulk ,Nocturne ,Action - Attack - Doom,,+1 Buy,,,1,,,,,*1,
,,,,Each other player receives the next Hex.,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, gain a Gold.",,,,,,,,,
Cobbler ,Nocturne ,Night - Duration,,"At the start of your next turn, gain a card to your hand costing up to .",,(+1),,,,,,N 1,
Crypt ,Nocturne ,Night - Duration,,"Set aside any number of non-Duration Treasures you have in play, face down (under this). While any remain, at the start of each of your turns, put one of them into your hand.",,"N +1, NN +1 ...",,,,,,,
Cursed Village ,Nocturne ,Action - Doom,,+2 Actions,2,6,,,,,,,
,,,,Draw until you have 6 cards in hand.,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, receive a Hex.",,,,,,,,,
Den of Sin ,Nocturne ,Night - Duration,,"At the start of your next turn, +2 Cards.",,*(+Self),,,,,,,
,,,,,,N +2,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,This is gained to your hand (instead of your discard pile).,,,,,,,,,
Idol ,Nocturne ,Treasure - Attack - Fate,,,,,,+,,, !1,,
,,,,"When you play this, if you then have an odd number of Idols in play, receive a Boon; if an even number, each other player gains a Curse.",,,,,,,,,
Pooka ,Nocturne ,Action,,"You may trash a Treasure other than Cursed Gold from your hand, for +4 Cards.",, !+4,,,1?,,,,
,,,,Heirloom: Cursed Gold,,,,,,,,,
Sacred Grove ,Nocturne ,Action - Fate,,+1 Buy,,,1,+,,,,,
,,,,+,,,,,,,,,
,,,,"Receive a Boon. If it doesn't give +, each other player may receive it.",,,,,,,,,
Tormentor ,Nocturne ,Action - Attack - Doom,,+,,,,+,,,, !1,
,,,,"If you have no other cards in play, gain an Imp from its pile. Otherwise, each other player receives the next Hex.",,,,,,,,,
Tragic Hero ,Nocturne ,Action,,+3 Cards,,3,1,, !Self,,, !1,
,,,,+1 Buy,,,,,,,,,
,,,,"If you have 8 or more cards in hand (after drawing), trash this and gain a Treasure.",,,,,,,,,
Vampire ,Nocturne ,Night - Attack - Doom,,Each other player receives the next Hex.,,,,,Self,,,2,
,,,,Gain a card costing up to other than a Vampire. Exchange this for a Bat.,,,,,,,,,
Werewolf ,Nocturne ,Action - Night - Attack - Doom,,"If it's your Night phase, each other player receives the next Hex. Otherwise, +3 Cards.",, !+3,,,,,,,
Raider ,Nocturne ,Night - Duration - Attack,,Each other player with 5 or more cards in hand discards a copy of a card you have in play (or reveals they can't).,,,,N +,,,,,
,,,,"At the start of your next turn, +.",,,,,,,,,
Will-o'-Wisp ,Nocturne ,Action - Spirit,,+1 Card,1,"+1, !+1",,,,,,,
,,,,+1 Action,,,,,,,,,
,,,,"Reveal the top card of your deck. If it costs or less, put it into your hand.",,,,,,,,,
,,,,(This is not in the Supply.),,,,,,,,,
Wish ,Nocturne ,Action,,+1 Action,1,(+1),,,Self,,, !1,
,,,,"Return this to its pile. If you did, gain a card to your hand costing up to .",,,,,,,,,
,,,,(This is not in the Supply.),,,,,,,,,
Bat ,Nocturne ,Night,,"Trash up to 2 cards from your hand. If you trashed at least one, exchange this for a Vampire.",,,,,"0-2?, !Self",,, !1,
,,,,(This is not in the Supply.),,,,,,,,,
Imp ,Nocturne ,Action - Spirit,,+2 Cards, !P1?,2,,,,,,,
,,,,You may play an Action card from your hand that you don't have a copy of in play.,,,,,,,,,
,,,,(This is not in the Supply.),,,,,,,,,
Ghost ,Nocturne ,Night - Duration - Spirit,,"Reveal cards from your deck until you reveal an Action. Discard the other cards and set aside the Action. At the start of your next turn, play it twice.",N P2,,,,,,,,
,,,,(This is not in the Supply.),,,,,,,,,
Zombie Apprentice ,Nocturne ,Action - Zombie,,You may trash an Action card from your hand for +3 Cards and +1 Action., !+1, !+3,,,1?,,,,
Zombie Mason ,Nocturne ,Action - Zombie,,Trash the top card of your deck. You may gain a card costing up to more than it.,,,,,1,,,1?,
Zombie Spy ,Nocturne ,Action - Zombie,,+1 Card,1,1,,,,,,,
,,,,+1 Action,,,,,,,,,
,,,,Look at the top card of your deck. Discard it or put it back.,,,,,,,,,
Haunted Mirror ,Nocturne ,Treasure - Heirloom,,"When you trash this, you may discard an Action card, to gain a Ghost from its pile.",,,,+,,,,*1?,
Magic Lamp ,Nocturne ,Treasure - Heirloom,,,,,,+, !Self,,, !3,
,,,,"When you play this, if there are at least 6 cards that you have exactly 1 copy of in play, trash this. If you do, gain 3 Wishes from their pile.",,,,,,,,,
Goat ,Nocturne ,Treasure - Heirloom,,,,,,+,1?,,,,
,,,,"When you play this, you may trash a card from your hand.",,,,,,,,,
Pasture ,Nocturne ,Treasure - Victory - Heirloom,,Worth 1   per Estate you have. ,,,,+,,,,,X   
Pouch ,Nocturne ,Treasure - Heirloom,,,,,1,+,,,,,
,,,,+1 Buy,,,,,,,,,
Cursed Gold ,Nocturne ,Treasure - Heirloom,,,,,,+,,,Self,1,
,,,,"When you play this, gain a Curse.",,,,,,,,,
Lucky Coin ,Nocturne ,Treasure - Heirloom,,,,,,+,,,,1,
,,,,"When you play this, gain a Silver.",,,,,,,,,
The Earth's Gift ,Nocturne ,Boon,,You may discard a Treasure to gain a card costing up to .,,-1?,,,,,, !1,
The Field's Gift ,Nocturne ,Boon,,+1 Action,1,,,+,,,,,
,,,,+,,,,,,,,,
,,,,(Keep this until Clean-up.),,,,,,,,,
The Flame's Gift ,Nocturne ,Boon,,You may trash a card from your hand.,,,,,1?,,,,
The Forest's Gift ,Nocturne ,Boon,,+1 Buy,,,1,+,,,,,
,,,,+,,,,,,,,,
,,,,(Keep this until Clean-up.),,,,,,,,,
The Moon's Gift ,Nocturne ,Boon,,Look through your discard pile. You may put a card from it onto your deck.,,,,,,,,,
The Mountain's Gift ,Nocturne ,Boon,,Gain a Silver.,,,,,,,,1,
The River's Gift ,Nocturne ,Boon,,+1 Card at the end of this turn.,,(N +1),,,,,,,
,,,,(Keep this until Clean-up.),,,,,,,,,
The Sea's Gift ,Nocturne ,Boon,,+1 Card,,1,,,,,,,
The Sky's Gift ,Nocturne ,Boon,,You may discard 3 cards to gain a Gold.,,-3?,,,,,, !1,
The Sun's Gift ,Nocturne ,Boon,,Look at the top 4 cards of your deck. Discard any number of them and put the rest back in any order.,,,,,,,,,
The Swamp's Gift ,Nocturne ,Boon,,Gain a Will-o'-Wisp from its pile.,,,,,,,,1,
The Wind's Gift ,Nocturne ,Boon,,+2 Cards,,"+2, -2",,,,,,,
,,,,Discard 2 cards.,,,,,,,,,
Bad Omens ,Nocturne ,Hex,,Put your deck into your discard pile. Look through it and put 2 Coppers from it onto your deck (or reveal you can't).,,,,,,,,,
Delusion ,Nocturne ,Hex,,"If you don't have Deluded or Envious, take Deluded.",,,,,,,,,
Envy ,Nocturne ,Hex,,"If you don't have Deluded or Envious, take Envious.",,,,,,,,,
Famine ,Nocturne ,Hex,,Reveal the top 3 cards of your deck. Discard the Actions. Shuffle the rest into your deck.,,,,,,,,,
Fear ,Nocturne ,Hex,,"If you have at least 5 cards in hand, discard an Action or Treasure (or reveal you can't).",, !-1,,,,,,,
Greed ,Nocturne ,Hex,,Gain a Copper onto your deck.,,,,,,,Self,1,
Haunting ,Nocturne ,Hex,,"If you have at least 4 cards in hand, put one of them onto your deck.",, !-1,,,,,,,
Locusts ,Nocturne ,Hex,,"Trash the top card of your deck. If it's Copper or Estate, gain a Curse. Otherwise, gain a cheaper card that shares a type with it.",,,,,1,, !Self,1, !(-1  ) 
Misery ,Nocturne ,Hex,,"If this is your first Misery this game, take Miserable. Otherwise, flip it over to Twice Miserable.",,,,,,,,,-2   
Plague ,Nocturne ,Hex,,Gain a Curse to your hand.,,(+1),,,,,Self,1,(-1  ) 
Poverty ,Nocturne ,Hex,,Discard down to 3 cards in hand.,,-X,,,,,,,
War ,Nocturne ,Hex,,Reveal cards from your deck until revealing one costing or . Trash it and discard the rest.,,,,,1,,,,
Deluded ,Nocturne ,State,,"At the start of your Buy phase, return this, and you can't buy Actions this turn.",,, !(=0),,,,,,
Envious ,Nocturne ,State,,"At the start of your Buy phase, return this, and Silver and Gold make this turn.",,,,(-),,,,,
Lost in the Woods ,Nocturne ,State,,"At the start of your turn, you may discard a card to receive a Boon.",,-1?,,,,,,,
Miserable ,Nocturne ,State,,-2   ,,,,,,,,,-2   
Twice Miserable ,Nocturne ,State,,-4   ,,,,,,,,,-4   
Border Guard ,Renaissance ,Action,,+1 Action,1,1,,,,,,,
,,,,"Reveal the top 2 cards of your deck. Put one into your hand and discard the other. If both were Actions, take the Lantern or Horn.",,,,,,,,,
Ducat ,Renaissance ,Treasure,,+1 Coffers,,,1,+,*1,,,,
,,,,+1 Buy,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, you may trash a Copper from your hand.",,,,,,,,,
Lackeys ,Renaissance ,Action,,+2 Cards,*+2,2,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, +2 Villagers.",,,,,,,,,
Acting Troupe ,Renaissance ,Action,,+4 Villagers,4,,,,Self,,,,
,,,,Trash this.,,,,,,,,,
Cargo Ship ,Renaissance ,Action - Duration,,+,,N (+1),,+,,,,,
,,,,"Once this turn, when you gain a card, you may set it aside face up (on this). At the start of your next turn, put it into your hand.",,,,,,,,,
Experiment ,Renaissance ,Action,,+2 Cards,1,2,,,Self,,,*1,
,,,,+1 Action,,,,,,,,,
,,,,Return this to its pile.,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, gain another Experiment (that doesn't come with another).",,,,,,,,,
Improve ,Renaissance ,Action,,+,,,,+,*1?,,, !1,
,,,,"At the start of Clean-up, you may trash an Action card you would discard from play this turn, to gain a card costing exactly more than it.",,,,,,,,,
Flag Bearer ,Renaissance ,Action,,+,,,,+,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain or trash this, take the Flag.",,,,,,,,,
Hideout ,Renaissance ,Action,,+1 Card,2,1,,,1,, !Self, !1,
,,,,+2 Actions,,,,,,,,,
,,,,"Trash a card from your hand. If it's a Victory card, gain a Curse.",,,,,,,,,
Inventor ,Renaissance ,Action,,"Gain a card costing up to , then cards cost less this turn (but not less than ).",,,,R1,,,,1,
Mountain Village ,Renaissance ,Action,,+2 Actions,2,1,,,,,,,
,,,,"Look through your discard pile and put a card from it into your hand; if you can't, +1 Card.",,,,,,,,,
Patron ,Renaissance ,Action - Reaction,,+1 Villager,1,,,+,,,,,
,,,,+,,,,*+,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When something causes you to reveal this (using the word “reveal”) in an Action phase, +1 Coffers.",,,,,,,,,
Priest ,Renaissance ,Action,,+,,,,"+, +",1,,,,
,,,,"Trash a card from your hand. For the rest of this turn, when you trash a card, +.",,,,,,,,,
Research ,Renaissance ,Action - Duration,,+1 Action,1,N +X,,,1,,,,
,,,,"Trash a card from your hand. Per it costs, set aside a card from your deck face down (on this). At the start of your next turn, put those cards into your hand.",,,,,,,,,
Silk Merchant ,Renaissance ,Action,,+2 Cards,*+1,2,1,*+,,,,,
,,,,+1 Buy,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain or trash this, +1 Coffers and +1 Villager.",,,,,,,,,
Old Witch ,Renaissance ,Action - Attack,,+3 Cards,,3,,,,,1,,
,,,,Each other player gains a Curse and may trash a Curse from their hand.,,,,,,,,,
Recruiter ,Renaissance ,Action,,+2 Cards,+X,2,,,1,,,,
,,,,Trash a card from your hand. +1 Villager per it costs.,,,,,,,,,
Scepter ,Renaissance ,Treasure,,"When you play this, choose one: +; or replay an Action card you played this turn that's still in play.",P1?,,,+?,,,,,
Scholar ,Renaissance ,Action,,Discard your hand. +7 Cards.,,"-X, +7",,,,,,,
Sculptor ,Renaissance ,Action,,"Gain a card to your hand costing up to . If it's a Treasure, +1 Villager.", !+1,(+1),,,,,,1,
Seer ,Renaissance ,Action,,+1 Card,1,"+1, !+ 0-3",,,,,,,
,,,,+1 Action,,,,,,,,,
,,,,Reveal the top 3 cards of your deck. Put the ones costing from to into your hand. Put the rest back in any order.,,,,,,,,,
Spices ,Renaissance ,Treasure,,,,,1,+,,,,,
,,,,+1 Buy,,,,*+,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, +2 Coffers.",,,,,,,,,
Swashbuckler ,Renaissance ,Action,,+3 Cards,,3,, !+,,,,,
,,,,"If your discard pile has any cards in it: +1 Coffers, then if you have at least 4 Coffers tokens, take the Treasure Chest.",,,,,,,,,
Treasurer ,Renaissance ,Action,,+,,(+1)?,,+,1?,,,1?,
,,,,Choose one: Trash a Treasure from your hand; or gain a Treasure from the trash to your hand; or take the Key.,,,,,,,,,
Villain ,Renaissance ,Action - Attack,,+2 Coffers,,,,+,,,,,
,,,,Each other player with 5 or more cards in hand discards one costing or more (or reveals they can't).,,,,,,,,,
Flag ,Renaissance ,Artifact,,"When drawing your hand, +1 Card.",,(N +1),,,,,,,
Horn ,Renaissance ,Artifact,,"Once per turn, when you discard a Border Guard from play, you may put it onto your deck.",,,,,,,,,
Key ,Renaissance ,Artifact,,"At the start of your turn, +.",,,,+,,,,,
Lantern ,Renaissance ,Artifact,,Border Guards you play reveal 3 cards and discard 2. (It takes all 3 being Actions to take the Horn.),,,,,,,,,
Treasure Chest ,Renaissance ,Artifact,,"At the start of your Buy phase, gain a Gold.",,,,,,,,1,
Cathedral ,Renaissance ,Project,,"At the start of your turn, trash a card from your hand.",,,,,N... 1,,,,
City Gate ,Renaissance ,Project,,"At the start of your turn, +1 Card, then put a card from your hand onto your deck.",,N... +1 -1,,,,,,,
Pageant ,Renaissance ,Project,,"At the end of your Buy phase, you may pay for +1 Coffers.",,,,N... -? !+,,,,,
Sewers ,Renaissance ,Project,,"When you trash a card other than with this, you may trash a card from your hand.",,,,,**1?,,,,
Star Chart ,Renaissance ,Project,,"When you shuffle, you may pick one of the cards to go on top.",,,,,,,,,
Exploration ,Renaissance ,Project,,"At the end of your Buy phase, if you didn't gain any cards during it, +1 Coffers and +1 Villager.",**+1,,,**+,,,,,
Fair ,Renaissance ,Project,,"At the start of your turn, +1 Buy.",,,N... +1,,,,,,
Silos ,Renaissance ,Project,,"At the start of your turn, discard any number of Coppers, revealed, and draw that many cards.",,N... -X +X,,,,,,,
Sinister Plot ,Renaissance ,Project,,"At the start of your turn, add a token here, or remove your tokens here for +1 Card each.",,+X?,,,,,,,
Academy ,Renaissance ,Project,,"When you gain an Action card, +1 Villager.",**+1,,,,,,,,
Capitalism ,Renaissance ,Project,,"During your turns, Actions with + amounts in their text are also Treasures.",(PX),,,,,,,,
Fleet ,Renaissance ,Project,,"After the game ends, there's an extra round of turns just for players with this.",,,,,,,,,
Guildhall ,Renaissance ,Project,,"When you gain a Treasure, +1 Coffers.",,,,**+,,,,,
Piazza ,Renaissance ,Project,,"At the start of your turn, reveal the top card of your deck. If it's an Action, play it.",N... !P1,,,,,,,,
Road Network ,Renaissance ,Project,,"When another player gains a Victory card, +1 Card.",,**+1,,,,,,,
Barracks ,Renaissance ,Project,,"At the start of your turn, +1 Action.",N... +1,,,,,,,,
Crop Rotation ,Renaissance ,Project,,"At the start of your turn, you may discard a Victory card for +2 Cards.",,N... -1? !+2,,,,,,,
Innovation ,Renaissance ,Project,,"Once during each of your turns, when you gain an Action card, you may play it.",**P1?,,,,,,,,
Canal ,Renaissance ,Project,,"During your turns, cards cost less, but not less than .",,,,"R1, N... R1",,,,,
Citadel ,Renaissance ,Project,,"The first time you play an Action card during each of your turns, replay it afterwards.",**P1,,,,,,,,
Black Cat ,Menagerie ,Action - Attack - Reaction,,+2 Cards,**Pself,2,,,,, !1,,
,,,,"If it isn't your turn, each other player gains a Curse.",,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When another player gains a Victory card, you may play this from your hand.",,,,,,,,,
Sleigh ,Menagerie ,Action - Reaction,,Gain 2 Horses.,,*-Self? !(+1)?,,,,,,2,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain a card, you may discard this, to put that card into your hand or onto your deck.",,,,,,,,,
Supplies ,Menagerie ,Treasure,,,,,,+,,,,1,
,,,,"When you play this, gain a Horse onto your deck.",,,,,,,,,
Horse ,Menagerie ,Action,,+2 Cards,1,2,,,Self,,,,
,,,,+1 Action,,,,,,,,,
,,,,Return this to its pile.,,,,,,,,,
,,,,(This is not in the Supply.),,,,,,,,,
Camel Train ,Menagerie ,Action,,Exile a non-Victory card from the Supply.,,,,,,1 Supply,,,
,,,,,,,,,,*1 Supply,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, Exile a Gold from the Supply.",,,,,,,,,
Goatherd ,Menagerie ,Action,,+1 Action,1,+X,,,1?,,,,
,,,,You may trash a card from your hand.,,,,,,,,,
,,,,+1 Card per card the player to your right trashed on their last turn.,,,,,,,,,
Scrap ,Menagerie ,Action,,Trash a card from your hand. Choose a different thing per it costs: +1 Card; +1 Action; +1 Buy; +; gain a Silver; gain a Horse.,+1?,+1?,+1?,+?,1,,,0-2?,
Sheepdog ,Menagerie ,Action - Reaction,,+2 Cards,*Pself,2,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain a card, you may play this from your hand.",,,,,,,,,
Snowy Village ,Menagerie ,Action,,+1 Card,"+4, -X",1,1,,,,,,
,,,,+4 Actions,,,,,,,,,
,,,,+1 Buy,,,,,,,,,
,,,,Ignore any further +Actions you get this turn.,,,,,,,,,
Stockpile ,Menagerie ,Treasure,,,,,1,+,,Self,,,
,,,,+1 Buy,,,,,,,,,
,,,,"When you play this, Exile it.",,,,,,,,,
Bounty Hunter ,Menagerie ,Action,,+1 Action,1,-1,, !+,,1,,,
,,,,"Exile a card from your hand. If you didn't have a copy of it in Exile, +.",,,,,,,,,
Cardinal ,Menagerie ,Action - Attack,,+,,,,+,,,,,
,,,,"Each other player reveals the top 2 cards of their deck, Exiles one costing from to , and discards the rest.",,,,,,,,,
Cavalry ,Menagerie ,Action,,Gain 2 Horses.,,*+2,*+1,,,,,2,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, +2 Cards, +1 Buy, and if it's your Buy phase return to your Action phase.",,,,,,,,,
Groom ,Menagerie ,Action,,Gain a card costing up to If it's an..., !+1, !+1,,,,,,"1, !1",
,,,,"Action card, gain a Horse;",,,,,,,,,
,,,,"Treasure card, gain a Silver;",,,,,,,,,
,,,,"Victory card, +1 Card and +1 Action.",,,,,,,,,
Hostelry ,Menagerie ,Action,,+1 Card,2,1,,,,,,*X,
,,,,+2 Actions,,*-X,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you gain this, you may discard any number of Treasures, revealed, to gain that many Horses.",,,,,,,,,
Village Green ,Menagerie ,Action - Duration - Reaction,,"Either now or at the start of your next turn, +1 Card and +2 Actions.","+2?, N +2?","+1?, N +1?",,,,,,,
,,,,,*Pself,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When you discard this other than during Clean-up, you may play it.",,,,,,,,,
Fisherman ,Menagerie ,Action,,+1 Card,1,1,,"+, !R3self",,,,,
,,,,+1 Action,,,,,,,,,
,,,,+,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"During your turns, if your discard pile is empty, this card cost less.",,,,,,,,,
Hunting Lodge ,Menagerie ,Action,,+1 Card,2,"+1, -X?, !+5",,,,,,,
,,,,+2 Action,,,,,,,,,
,,,,You may discard your hand for +5 Cards.,,,,,,,,,
Barge ,Menagerie ,Action - Duration,,"Either now or at the start of your next turn, +3 Cards and +1 Buy.",,"+3?, N +3?","+1?, N +1?",,,,,,
Coven ,Menagerie ,Action - Attack,,+1 Action,1,,,+,,, !1,,
,,,,+,,,,,,,,,
,,,,"Each other player Exiles a Curse from the Supply. If they can't, they discard their Exiled Curses.",,,,,,,,,
Displace ,Menagerie ,Action,,Exile a card from your hand. Gain a differently named card costing up to more than it.,,-1,,,,1,,1,
Falconer ,Menagerie ,Action - Reaction,,Gain a card to your hand costing less than this.,,(+1),,,,,,1,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"When any player gains a card with 2 or more types (Action, Attack, etc.), you may play this from your hand.",,,,,,,,,
Gatekeeper ,Menagerie ,Action - Duration - Attack,,"At the start of your next turn, +. Until then, when another player gains an Action or Treasure card they don't have an Exiled copy of, they Exile it.",,,,N +,,,,,
Kiln ,Menagerie ,Action,,+,,,,+,,,,1?,
,,,,"The next time you play a card this turn, you may first gain a copy of it.",,,,,,,,,
Livery ,Menagerie ,Action,,+,,,,+,,,,X,
,,,,"This turn, when you gain a card costing or more, gain a Horse.",,,,,,,,,
Mastermind ,Menagerie ,Action - Duration,,"At the start of your next turn, you may play an Action card from your hand three times.",N P3?,,,,,,,,
Paddock ,Menagerie ,Action,,+,+X,,,+,,,,2,
,,,,Gain 2 Horses.,,,,,,,,,
,,,,+1 Action per empty Supply pile.,,,,,,,,,
Sanctuary ,Menagerie ,Action,,+1 Card,1,"+1, -1?",1,,,1?,,,
,,,,+1 Action,,,,,,,,,
,,,,+1 Buy,,,,,,,,,
,,,,You may Exile a card from your hand.,,,,,,,,,
Destrier ,Menagerie ,Action,,+2 Cards,1,2,, !Rself,,,,,
,,,,+1 Action,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"During your turn, this costs less per card you've gained this turn.",,,,,,,,,
Wayfarer ,Menagerie ,Action,,+3 Cards,,3,, !Rself,,,,1?,
,,,,You may gain a Silver.,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,"This has the same cost as the last other card gained this turn, if any.",,,,,,,,,
Animal Fair ,Menagerie ,Action,,+,,,+X,"+, !Rself",,,,,
